system:index,0_VHDes,0_VVDes,10_VHDes,10_VVDes,11_VHDes,11_VVDes,1_VHDes,1_VVDes,2_VHDes,2_VVDes,3_VHDes,3_VVDes,4_VHDes,4_VVDes,5_VHDes,5_VVDes,6_VHDes,6_VVDes,7_VHDes,7_VVDes,8_VHDes,8_VVDes,9_VHDes,9_VVDes,indexField,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-27.38381710915054,-16.66085992327755,-22.745706624137945,-12.32010646447153,-24.725644538316864,-13.72877045676363,-29.18236414928365,-17.36649610549162,-26.124742245364263,-17.31922245787323,-22.757153242042936,-15.841618268735031,-22.84699190136254,-16.432955981144595,-22.78138891054247,-15.8837340414489,-25.106615217976035,-16.633163621876555,-23.9792650978565,-15.776430235909821,-27.161899566536157,-16.428304539860335,-24.937061654677446,-15.3481638548575,412,"{""type"":""Polygon"",""coordinates"":[[[-4.360112909345802,41.231102571278164],[-4.360213174448167,41.231091826588724],[-4.360305458355966,41.23106044780782],[-4.360382415206565,41.231010932713566],[-4.3604379192197555,41.23094722274323],[-4.360467552314523,41.23087438924363],[-4.360468955776291,41.23079822978158],[-4.360442017985712,41.230724806651274],[-4.3603888832735445,41.230659964315315],[-4.360313781206138,41.23060886419132],[-4.360222689898453,41.230575573813134],[-4.36012286015911,41.230562743066436],[-4.360022238344574,41.23057139326663],[-4.359928833857523,41.230600835865935],[-4.35985008162764,41.23064872725927],[-4.3597922503122835,41.23071125532711],[-4.359759943317634,41.23078344286917],[-4.359755732357126,41.230859543779005],[-4.359779952719127,41.23093350042719],[-4.359830676548062,41.23099942584773],[-4.359903866275107,41.23105207234577],[-4.359993695993712,41.2310872492239],[-4.360093015203084,41.23110215637298],[-4.360112909345802,41.231102571278164]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-27.148995772778296,-16.47204091218388,-19.668817891095404,-10.806746755699784,-21.698656991511683,-11.155382527493401,-29.041801028545535,-17.26408297579971,-27.132615876281857,-15.864374771207693,-19.484137374261287,-12.061881672513204,-20.67374752372443,-15.167281072008095,-21.35988092900201,-15.135763085916711,-21.309169220502742,-15.20458097050298,-22.332009489834594,-16.026690694256807,-23.946000860008336,-16.61026088474591,-22.63227873637796,-15.446821983213727,413,"{""type"":""Polygon"",""coordinates"":[[[-4.240821331331488,41.23245003040011],[-4.240921598500454,41.23243928571067],[-4.241013884310345,41.23240790692976],[-4.2410908427471155,41.2323583918355],[-4.241146347904302,41.232294681865156],[-4.241175981609825,41.23222184836555],[-4.241177385100501,41.2321456889035],[-4.241150446754686,41.2320722657732],[-4.2410973109473415,41.23200742343724],[-4.241022207331996,41.231956323313256],[-4.240931114146824,41.231923032935086],[-4.240831282349892,41.23191020218838],[-4.240730658461444,41.23191885238858],[-4.240637252049228,41.23194829498787],[-4.240558498196177,41.2319961863812],[-4.240500665688842,41.232058714449025],[-4.240468358028292,41.2321309019911],[-4.240464146980971,41.23220700290093],[-4.240488367842164,41.23228095954912],[-4.240539092716566,41.23234688496966],[-4.240612283952139,41.232399531467706],[-4.24070211552225,41.23243470834584],[-4.2408014367787255,41.23244961549492],[-4.240821331331488,41.23245003040011]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-29.260515510579154,-16.506237566054022,-28.421110035525103,-14.696757463299695,-25.591330680178103,-14.579078960652666,-27.54885603997675,-15.75131564288275,-28.84280309726247,-17.235861711147084,-26.82372563872803,-14.774181831573852,-27.59453219607606,-16.4334407536214,-28.278851125116653,-17.31274587180617,-28.172224409607757,-16.76955438894457,-27.487518279519477,-16.487440645851276,-30.04916669916261,-18.538383208698498,-28.39116390869003,-17.58039785103382,414,"{""type"":""Polygon"",""coordinates"":[[[-4.121522024542707,41.23367393271068],[-4.121622293588893,41.23366318802125],[-4.121714581126575,41.23363180924033],[-4.121791541004168,41.23358229414606],[-4.121847047200516,41.23351858417571],[-4.121876681460827,41.233445750676104],[-4.121878084977761,41.23336959121406],[-4.12185114612759,41.23329616808375],[-4.121798009325428,41.2332313257478],[-4.121722904303991,41.23318022562381],[-4.121631809413382,41.23314693524566],[-4.121531975747412,41.23313410449896],[-4.121431349975095,41.23314275469914],[-4.1213379418141365,41.23317219729844],[-4.121259186486656,41.23322008869175],[-4.121201352896573,41.233282616759574],[-4.121169044631144,41.233354804301634],[-4.121164833504965,41.23343090521147],[-4.121189054819608,41.23350486185967],[-4.1212397806436725,41.23357078728022],[-4.121312973249536,41.23362343377826],[-4.121402806501486,41.23365861065641],[-4.121502129617473,41.23367351780549],[-4.121522024542707,41.23367393271068]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-21.148469842705932,-10.593554309637387,-17.578590007441157,-8.87807755536507,-18.95307178915028,-9.483651090707808,-23.238979251543977,-13.051923028642044,-24.823663608657117,-14.169569262077378,-19.853897840380885,-12.289167310511035,-19.802283781048825,-13.54017306336551,-20.5081606383715,-12.984412823949656,-22.563231033485266,-12.31669458945717,-21.93169524298248,-13.231877833811842,-21.345817226838264,-11.836842732460658,-20.925437119252255,-11.497393943969138,417,"{""type"":""Polygon"",""coordinates"":[[[-3.7635851561102545,41.23660409127557],[-3.763685429651192,41.23659334658613],[-3.763777721325829,41.2365619678052],[-3.76385468465327,41.23651245271092],[-3.763910193337749,41.236448742740556],[-3.763939828926425,41.236375909240934],[-3.7639412325062303,41.23629974977889],[-3.7639142924484497,41.23622632664859],[-3.76386115326433,41.23616148431266],[-3.7637860448762037,41.23611038418869],[-3.7636949459021563,41.236077093810536],[-3.7635951077610312,41.236064263063845],[-3.763494477478058,41.236072913264024],[-3.7634010651299685,41.236102355863316],[-3.763322306272171,41.23615024725662],[-3.7632644700895947,41.23621277532442],[-3.7632321603758667,41.23628496286647],[-3.7632279490608753,41.23636106377631],[-3.763252171461235,41.23643502042451],[-3.7633028995591413,41.23650094584507],[-3.763376095445974,41.23655359234314],[-3.7634659327248583,41.2365887692213],[-3.763565260293193,41.23660367637038],[-3.7635851561102545,41.23660409127557]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-20.714032902457753,-12.796102595536485,-18.764129442922133,-12.15345668970258,-19.165418183911374,-12.071793913825614,-21.154787435588194,-13.500045963003682,-21.074526242330936,-13.985531852648599,-19.530780522078217,-12.46773847302922,-20.159770435779958,-13.553061533692464,-19.397983559513413,-13.47733119868604,-20.644222504948143,-13.631980125796183,-20.669590918053565,-14.14105050191499,-21.013281735680454,-13.453683759871216,-20.594821235072857,-13.25104238099192,418,"{""type"":""Polygon"",""coordinates"":[[[-3.6442623600603476,41.23733356986747],[-3.6443626347203812,41.237322825178026],[-3.644454927425031,41.237291446397094],[-3.644531891611409,41.237241931302805],[-3.644587400915379,41.237178221332435],[-3.6446170368347897,41.23710538783282],[-3.6446184404302495,41.237029228370766],[-3.6445915000717983,41.23695580524048],[-3.6445383602946237,41.236890962904546],[-3.6444632510682644,41.236839862780585],[-3.644372151077529,41.236806572402436],[-3.64427231182219,41.236793741655745],[-3.644171680416158,41.23680239185592],[-3.6440782670255634,41.2368318344552],[-3.643999507288793,41.23687972584851],[-3.6439416704607437,41.23694225391631],[-3.6439093603864188,41.237014441458356],[-3.6439051490244188,41.237090542368186],[-3.643929371695099,41.23716449901639],[-3.643980100359142,41.23723042443696],[-3.644053297062865,41.237283070935035],[-3.644143135344369,41.23731824781319],[-3.6442424640212403,41.23733315496228],[-3.6442623600603476,41.23733356986747]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-22.007964198464144,-12.520605999194615,-21.84260201876996,-13.617150523282342,-22.389819737749356,-13.696124641409773,-23.74068979914997,-13.012196689524815,-24.218368893850364,-14.373731451853587,-20.848180531039556,-13.230050671496015,-21.022983000074607,-15.179279985239102,-21.229993104348413,-12.653564017145564,-22.392301351538862,-12.679531855649877,-22.45761811836956,-12.985132537531264,-23.261435615933152,-13.697868742190014,-23.594108326560814,-14.873937324631248,424,"{""type"":""Polygon"",""coordinates"":[[[-2.9282672980716287,41.23911361556002],[-2.9283675754626097,41.239102870870575],[-2.9284598706808147,41.239071492089636],[-2.9285368369632714,41.23902197699533],[-2.9285923477789946,41.238958267024955],[-2.928621984505501,41.23888543352533],[-2.928623388139161,41.23880927406328],[-2.9285964470469827,41.238735850933],[-2.928543305822566,41.23867100859707],[-2.928468194550652,41.23861990847312],[-2.9283770920788776,41.238586618094985],[-2.9282772501044976,41.238573787348294],[-2.9281766159578533,41.23858243754847],[-2.9280832000232175,41.23861188014775],[-2.928004438141477,41.23865977154104],[-2.9279465997382657,41.23872229960883],[-2.927914288783975,41.23879448715088],[-2.9279100773072533,41.238870588060706],[-2.927934300637602,41.238944544708914],[-2.9279850306831965,41.23901047012949],[-2.9280582293803907,41.23906311662756],[-2.9281480701086036,41.23909829350574],[-2.928247401490659,41.239113200654835],[-2.9282672980716287,41.23911361556002]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-23.423625257961618,-12.547821106890408,-18.993145421040488,-8.30250649632338,-19.665127927201958,-9.52259612547206,-25.1422747492634,-15.043548632990603,-26.3001208892259,-15.450279628307406,-21.79512776879819,-13.010987627756293,-19.093944537305497,-14.758526645452525,-19.46350016428092,-12.627976821037072,-24.370176106121594,-14.609148210991899,-23.834704729270523,-14.925432344034158,-23.935048067216417,-13.820855969634115,-19.775023123730314,-10.103270418335368,425,"{""type"":""Polygon"",""coordinates"":[[[-2.8089320140858747,41.23897743606923],[-2.809032291267921,41.23896669137979],[-2.8091245862938217,41.23893531259885],[-2.8092015524159146,41.23888579750455],[-2.8092570631159792,41.23882208753418],[-2.8092866997807375,41.238749254034545],[-2.809288103411475,41.238673094572505],[-2.8092611623754316,41.23859967144221],[-2.809208021261738,41.238534829106285],[-2.8091329101463227,41.23848372898233],[-2.8090418078643635,41.2384504386042],[-2.8089419660980086,41.23843760785751],[-2.8088413321610384,41.23844625805768],[-2.808747916421039,41.23847570065696],[-2.8086691547034026,41.23852359205025],[-2.808611316420701,41.23858612011805],[-2.8085790055337334,41.23865830766009],[-2.8085747940657892,41.23873440856992],[-2.808599017345669,41.23880836521813],[-2.8086497472855663,41.238874290638705],[-2.8087229458302465,41.23892693713679],[-2.80881278637127,41.23896211401495],[-2.808912117546361,41.23897702116404],[-2.8089320140858747,41.23897743606923]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-22.17960404874283,-13.33424661477578,-20.84573335996953,-12.263018070488952,-21.55588967814034,-12.511179468421401,-20.468274492599612,-13.277416556669655,-21.80042541898165,-13.048142385624296,-20.39233948553328,-11.92828696329757,-22.120660937240338,-13.202272769940798,-20.663208644515958,-11.62444120701566,-19.55453155672615,-11.755772937837191,-20.017227479853293,-12.142422843046354,-21.1805564525208,-12.446568199631356,-21.90167300819294,-13.106983849342923,427,"{""type"":""Polygon"",""coordinates"":[[[-2.570265762233047,41.23833406157864],[-2.570366038428007,41.2383233168892],[-2.570458332545396,41.23829193810826],[-2.5705352979098715,41.23824242301398],[-2.5705908080635202,41.2381787130436],[-2.5706204444365572,41.238105879543966],[-2.570621848053487,41.23802972008192],[-2.570594907282646,41.23795629695162],[-2.570541766692051,41.237891454615706],[-2.5704666563159906,41.237840354491745],[-2.5703755549307914,41.2378070641136],[-2.570275714147219,41.23779423336691],[-2.5701750812008304,41.2378028835671],[-2.5700816663803616,41.23783232616638],[-2.570002905438014,41.23788021755966],[-2.5699450677246474,41.23794274562747],[-2.5699127571557385,41.2380149331695],[-2.5699085457292594,41.23809103407934],[-2.569932768770706,41.238164990727554],[-2.5699834982112466,41.238230916148126],[-2.570056696035398,41.2382835626462],[-2.570146535692071,41.23831873952437],[-2.5702458658893867,41.23833364667345],[-2.570265762233047,41.23833406157864]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-19.462781003032756,-10.925988897163323,-17.641518456010562,-10.828312889530602,-17.884364555138102,-10.382330319419392,-20.060966198069707,-11.199455855798368,-18.55733065433624,-10.873568400945937,-18.554070437454556,-10.299782361325365,-18.456877001700406,-10.39371659446981,-17.83842119955178,-10.370160383179531,-17.710333637757643,-10.31206413854519,-17.658031334101405,-9.895660795404497,-17.485205778317454,-10.486697801470967,-18.695395745359384,-11.368492521691286,432,"{""type"":""Polygon"",""coordinates"":[[[-1.9736600085836107,41.23456173945401],[-1.9737602789915898,41.23455099476456],[-1.9738525677826602,41.23451961598364],[-1.9739295287054655,41.234470100889375],[-1.9739850356556514,41.23440639091902],[-1.9740146703184227,41.234333557419404],[-1.9740160738544055,41.23425739795736],[-1.9739891346383598,41.234183974827054],[-1.973935997114527,41.23411913249112],[-1.9738608910730722,41.23406803236713],[-1.973769794945289,41.234034741988985],[-1.9736699599234646,41.23402191124227],[-1.9735693327845383,41.23403056144246],[-1.9734759233549886,41.23406000404176],[-1.9733971669579138,41.23410789543507],[-1.973339332582374,41.23417042350289],[-1.9733070238781487,41.23424261104494],[-1.9733028126947647,41.23431871195478],[-1.9733270343383513,41.23439266860298],[-1.9733777608513305,41.234458594023536],[-1.9734509544512404,41.23451124052159],[-1.9735407889232457,41.23454641739973],[-1.9736401133881771,41.23456132454882],[-1.9736600085836107,41.23456173945401]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-20.4474513410191,-11.276146616723787,-18.470305379696025,-10.435003237628786,-18.070164292441284,-10.368294873206287,-20.780661358816417,-11.910574442572218,-20.448359581174778,-12.071331454040621,-18.897989424224846,-10.128705979376875,-18.802913861605592,-10.542759644577218,-18.377390968170182,-10.969663848080017,-18.2484737297471,-11.108418275837854,-19.110478010852372,-11.27670801766791,-18.561807970392817,-11.019205925595648,-19.216913270336065,-11.738722974086334,433,"{""type"":""Polygon"",""coordinates"":[[[-1.8543550681166987,41.23343642654512],[-1.85445533679859,41.23342568185569],[-1.8545476240009748,41.233394303074775],[-1.8546245835989588,41.233344787980506],[-1.854680089593646,41.23328107801015],[-1.8547097237462946,41.23320824451055],[-1.8547111272581325,41.2331320850485],[-1.8546841885058376,41.2330586619182],[-1.8546310518967302,41.23299381958225],[-1.8545559471481619,41.23294271945825],[-1.8544648525885132,41.232909429080095],[-1.8543650192852497,41.2328965983334],[-1.8542643938785202,41.232905248533584],[-1.8541709860569247,41.23293469113288],[-1.8540922310155727,41.2329825825262],[-1.8540343976356093,41.23304511059403],[-1.8540020894875646,41.23311729813609],[-1.8539978783766897,41.23319339904592],[-1.8540220996033345,41.233267355694124],[-1.854072825243107,41.23333328111467],[-1.854146017583049,41.23338592761271],[-1.8542358505086198,41.23342110449086],[-1.8543351732637479,41.23343601163994],[-1.8543550681166987,41.23343642654512]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-23.367926425029005,-14.29363269973214,-20.698222433901346,-10.565106414178654,-19.718874226119713,-10.795780437380644,-23.184567450381472,-13.799294275786005,-19.914232516439643,-11.629575566746913,-19.499034612443875,-10.637025324803169,-20.081267121211983,-10.595409015418959,-20.59432155469532,-10.631684592419019,-20.717771341578786,-12.140012923045365,-19.39792797797871,-11.375247496043139,-19.870732359529796,-10.924243815885017,-21.161358927493946,-11.469073937710675,434,"{""type"":""Polygon"",""coordinates"":[[[-1.7350572642214697,41.23218753921351],[-1.7351575309878409,41.23217679452409],[-1.7352498164271868,41.23214541574317],[-1.7353267745549552,41.23209590064892],[-1.7353822794892793,41.23203219067858],[-1.7354119130758217,41.231959357178965],[-1.7354133165608652,41.23188319771691],[-1.735386378323216,41.23180977458661],[-1.7353332427292223,41.23174493225065],[-1.735258139415431,41.231693832126666],[-1.7351670465960136,41.231660541748504],[-1.7350672151999187,41.23164771100179],[-1.7349665917154886,41.23165636120198],[-1.7348731856783155,41.23168580380129],[-1.734794432141472,41.23173369519461],[-1.7347365998663467,41.23179622326244],[-1.7347042923355218,41.23186841080451],[-1.734700081305112,41.231944511714346],[-1.7347243020690586,41.23201846836253],[-1.7347750267397928,41.232084393783076],[-1.7348482176814897,41.232137040281124],[-1.7349380488909083,41.23217221715925],[-1.7350373697485881,41.23218712430833],[-1.7350572642214697,41.23218753921351]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-16.66357784228531,-11.546626914196786,-15.348666623948672,-10.348762632605075,-15.770377766640678,-10.043117113303442,-16.35796114099837,-10.964522792785596,-15.673529398682257,-10.53084351504584,-15.69777309854385,-10.091599125060075,-15.401003633816837,-9.963458621949917,-14.87809428123509,-9.832304963346306,-14.695740963374904,-9.725905597179885,-14.639113443678974,-10.272145871108341,-14.87875683172132,-10.139954194890525,-15.015821134240317,-10.32850070426278,435,"{""type"":""Polygon"",""coordinates"":[[[-1.6157673391626006,41.23081509975689],[-1.615867603824089,41.23080435506745],[-1.615959887326107,41.230772976286545],[-1.6160368438383186,41.23072346119229],[-1.6160923476074558,41.230659751221964],[-1.6161219805719276,41.230586917722356],[-1.6161233840275284,41.2305107582603],[-1.6160964463554006,41.23043733512999],[-1.6160433118768724,41.23037249279403],[-1.6159682101396957,41.23032139267003],[-1.615877119232544,41.23028810229186],[-1.6157772899321545,41.23027527154515],[-1.615676668560056,41.23028392174534],[-1.615583264483708,41.23031336434466],[-1.6155045126001055,41.23036125573798],[-1.6154466815390385,41.230423783805826],[-1.615414374686449,41.23049597134789],[-1.6154101637444607,41.23057207225773],[-1.6154343839999667,41.230646028905916],[-1.6154851076058665,41.23071195432645],[-1.6155582970110918,41.230764600824486],[-1.6156481263347056,41.23079977770262],[-1.61574744510736,41.230814684851694],[-1.6157673391626006,41.23081509975689]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-23.270271403684404,-13.885116805597836,-21.692810135747717,-13.160465848867817,-20.834860213192393,-13.039496520680256,-23.498187851902898,-13.54260080363907,-22.672533109358636,-14.051733894954534,-20.58883291786479,-12.661645115798244,-21.753677996303956,-14.444216299232915,-19.120666153106562,-13.224754483906898,-21.213912073675235,-13.543432369690203,-19.849950876875326,-12.84904690853609,-21.15241856061312,-13.229169594675465,-21.354325142980322,-13.081953008754192,436,"{""type"":""Polygon"",""coordinates"":[[[-1.4964860348952531,41.22931913267581],[-1.4965862972625728,41.229308387986386],[-1.4966785786530452,41.22927700920548],[-1.496755533404418,41.22922749411124],[-1.4968110359035867,41.229163784140916],[-1.496840668190047,41.22909095064132],[-1.496842071613557,41.22901479117927],[-1.4968151345578071,41.22894136804895],[-1.496762001295054,41.228876525712984],[-1.4966869012762716,41.228825425588965],[-1.4965958124533503,41.228792135210796],[-1.4964959854371258,41.228779304464084],[-1.4963953663673164,41.228787954664284],[-1.496301964428124,41.22881739726359],[-1.4962232143464318,41.22886528865694],[-1.4961653846086003,41.22892781672478],[-1.4961330784952387,41.22900000426685],[-1.496128867649622,41.22907610517669],[-1.4961530873509659,41.229150061824875],[-1.496203809796274,41.229215987245404],[-1.4962769975268577,41.22926863374343],[-1.4963668247950812,41.22930381062156],[-1.4964661412952112,41.229318717770624],[-1.4964860348952531,41.22931913267581]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,-22.120232676812627,-11.915047518991624,-21.904434378884467,-10.994156225443874,-22.080149193211764,-11.635075388469133,-23.52255569731693,-14.631312213555407,-24.153905742228176,-15.663320845887482,-20.914499378373993,-15.031755350865826,-21.586087353973372,-18.094907123605104,-21.558508871296194,-14.161019774853257,-22.615582070470296,-12.921510123003742,-17.451054900473633,-10.016462145115073,-17.7345890522176,-10.338994598890606,-19.550646033873456,-11.048156853087058,437,"{""type"":""Polygon"",""coordinates"":[[[-1.377214093036008,41.227699664672606],[-1.3773143529199576,41.22768891998317],[-1.3774066320247436,41.227657541202284],[-1.3774835848700593,41.22760802610805],[-1.377539085994524,41.227544316137724],[-1.3775687175470572,41.22747148263814],[-1.3775701209358306,41.22739532317608],[-1.3775431845472907,41.227321900045766],[-1.3774900526005793,41.22725705770979],[-1.3774149544419083,41.227205957585774],[-1.377323867875105,41.22717266720758],[-1.3772240433314233,41.22715983646088],[-1.3771234267537733,41.22716848666107],[-1.3770300271279894,41.22719792926039],[-1.3769512789968128,41.22724582065374],[-1.376893450691345,41.2273083487216],[-1.376861145378176,41.227380536263674],[-1.3768569346368793,41.22745663717351],[-1.3768811537383585,41.22753059382169],[-1.37693187492736,41.22759651924221],[-1.3770050608451925,41.227649165740225],[-1.377094885888517,41.227684342618346],[-1.3771941999287047,41.22769924976741],[-1.377214093036008,41.227699664672606]]]}"
